Company Description,Company Name,Customer ID,Service Agreement Expiration,Website,Industry,Fax,Other Phones,Billing Street,Billing City,Billing State/Province,Billing Zip/Postal Code,Billing Country,Shipping Street,Shipping City,Shipping State/Province,Shipping Zip/Postal Code,Shipping Country
,Granja Asomante,1989310,3/23/2026 12:00 PM,,Feed,787-735-8144,Office (787-735-8144);Mill (787-735-8045),PO Box 444,Aibonito,Puerto Rico,00705,,14 KM 46 9 BO Asomante Car,Aibonito,Puerto Rico,00705,
,Heartland Cooperative Stanhope,1989327,9/1/2025 12:00 PM,,Feed,,Office (515-826-3226),515 Railway Street,Stanhope,IA,50246,USA,515 Railway Street,Stanhope,IA,50246,USA
,Hugoson Farms,1989356,3/15/2026 12:00 PM,,Feed,507-773-4403,Mill (507-773-4571);Office (507-773-4571),2838 60th Street,Granada,MN,56039,USA,2838 60th Street,Granada,MN,56039,USA
,Hull Cooperative Feed Mill,1989357,8/1/2025 12:00 PM,,Feed,712-439-3427,Mill (712-439-3169);Office (712-439-2831),1206 Railroad Street,Hull,IA,51239,USA,1206 Railroad Street,Hull,IA,51239,USA
,Schott Family Farms,1989381,11/14/2026 12:00 PM,,Feed,319-648-4006,Office (319-648-2769);Mill (319-631-0051),5465 Oakcrest Hill Road SE,Riverside,IA,52327,USA,5465 Oakcrest Hill Road SE,Riverside,IA,52327,USA
,Johanns Farms,1989386,2/9/2026 12:00 PM,,Feed,,Mill (641-220-4898);Office (641-982-4905),3032  380th Street,Osage,IA,50461,USA,3032  380th Street,Osage,IA,50461,USA
,United Farmers Cooperative Klossner,1992617,1/11/2026 12:00 PM,,Feed,507-359-2920,Office (507-359-2970),40137 - 577th Lane,New Ulm,MN,56073,USA,40137 - 577th Lane,New Ulm,MN,56073,USA
,KNS - Kentucky Nutrition Services,1989400,11/16/2025 12:00 PM,,Feed,,Office (800-444-3314),110 Railroad Street,Lawrenceburg,KY,40342,USA,110 Railroad Street,Lawrenceburg,KY,40342,USA
,Kohlnhofer Farms Inc. ,1989409,2/7/2026 12:00 PM,,Feed,651-345-4096,Mill (651-764-0644);Office (651-923-4824),35559 County 45 Blvd,Lake City ,MN,55041,USA,35559 County 45 Blvd,Lake City ,MN,55041,USA
,Kurzweil Brothers,1989414,4/16/2026 12:00 PM,,Feed,,Office (816-806-0347);Mill (816-806-0347),30214 South Side Route TT,Harrisonville,MO,64701,USA,30214 South Side Route TT,Harrisonville,MO,64701,USA
,Laidig Farms,1989418,2/3/2026 12:00 PM,,Feed,,Mill (574-286-7290);Office (574-286-7290),13352 Riley Road,Bremen,IN,46506,USA,12951 Riley,Wakarusa,IN,46573,USA
,Verkuyl Farms,1992633,9/30/2025 12:00 PM,,Feed,,Office (519-536-1881),RR#6,Woodstock,ON,N4S 7W1,Canada,616150 13th Line,Woodstock,ON,N4S 7W1,Canada
,VitaGold Brands Mill 2,1992636,12/15/2025 12:00 PM,,Feed,760-745-3318,Office (760-745-3211),PO Box 996,Escondido,CA,92025,USA,135 S Quince Street,Escondido,CA,92025,USA
,Walnut Hill Feeds,1992640,3/9/2026 12:00 PM,,Feed,,Office (419-342-2942),6048 State Route 598,Shelby,OH,44875,USA,6048 State Route 598,Shelby,OH,44875,USA
,Wallace Pork Systems Old Mill,1992642,2/25/2026 12:00 PM,,Feed,765-432-5577,Mill (574-278-7802);Office (574-946-6338),8811 W Cty Road 500 N,Kokomo,IN,46901,USA,7550 S 950 W,Winamac,IN,46996,USA
,Waukon Feed Ranch,1992647,5/18/2026 12:00 PM,,Feed,563-568-6902,Office (563-568-6039);Office (563-568-3540);Office (563-568-4472);Mill (563-568-3909),PO Box 406,Waukon,IA,52172,USA,615 Old  Hwy 9,Waukon,IA,52172,USA
,Weeks Farms Inc. ,1992648,10/1/2025 12:00 PM,,Feed,,Office (910-892-3930),163 Ruffin Road,Dunn,NC,28334,USA,163 Ruffin Road,Dunn,NC,28334,USA
,Lower Farms,1989435,,,Feed,,Office (815-493-2596);Mill (815-275-3335),24102 Cyclone Road,Lanark,IL,61046,USA,24102 Cyclone Road,Lanark,IL,61046,USA
,Matawan Grain,1989437,,,Grain,507-465-8262,Office (507-465-8418),20820 Matawan Ave,New Richland,MN,56072-3325,USA,20820 Matawan Ave,New Richland,MN,56072-3325,USA
,Wenning Poultry,1992652,9/14/2025 12:00 PM,,Feed,,Office (419-375-4781);Mill (419-733-8017),1500 Union City Road,Fort Recovery,OH,45846,USA,1500 Union City Road,Fort Recovery,OH,45846,USA
,Maple River Colony,1989440,10/10/2025 12:00 PM,,Feed,,Office (701-375-5013),9262 - 93rd Ave SE,Fullerton,ND,58441,USA,9262 - 93rd Ave SE,Fullerton,ND,58441,USA
,Maria Stein Grain Company,1989442,9/27/2025 12:00 PM,,Grain,,Office (419-925-4414); (419-925-4414),8010 State Rt 119,Maria Stein,OH,45860,USA,8010 State Rt 119,Maria Stein,OH,45860,USA
,"McFleeg Feeds, Inc. ",1989450,11/26/2025 12:00 PM,,Feed,605-882-2780,Office (605-882-2308);Mill (877-623-5334),,,,,,201 Pheasant Ridge Drive,Watertown,SD,57201,USA
,MD Farm Supplies LLC,1989451,11/22/2025 12:00 PM,,Feed,,Office (269-751-2028);Mill (269-751-2028),4055 134th Avenue,Hamilton,MI,49419,USA,4055 134th Avenue,Hamilton,MI,49419,USA
,Mid State Milling Buckeye,1989455,10/12/2025 12:00 PM,,Feed,641-483-2589,Office (515.855.8014);Mill (515-855-4143),PO Box 571,State Center,IA,50247,USA,201 Ellsworth Ave,Buckeye,IA,50043,USA
,Milford Colony Wolf Creek Chicken Feed Mill,1989464,10/24/2025 12:00 PM,,Feed,,Office (406-562-3439),9605 Hwy 287,Wolf Creek,MT,59648,USA,9605 Hwy 287,Wolf Creek,MT,59648,USA
,Miltow Farming Co LTD,1989468,3/17/2026 12:00 PM,,Feed,403-642-0004,Office (403-642-3886);Office (403-642-3905);Mill (403-642-0004);Office (403-642-0004),Box 68,Warner,AB,T0K 2S0,Canada,Box 68,Warner,AB,T0K 2S0,Canada
,Cal Maine Foods Statesville,2975459,,,Feed,,Office (704-873-8646),,,,,,109 Anna Drive,Statesville,NC,28625,USA
,Morrison Custom Feeds,1989471,5/8/2026 12:00 PM,,Feed,,Mill (802-633-4387);Office (802-633-4387),"28 Creamery LanePO Box 149",Barnet,VT,05821,USA,"28 Creamery LanePO Box 149",Barnet,VT,05821,USA
,Moss Farms,1989475,12/22/2025 12:00 PM,,Feed,,Office (574-278-7398);Mill (574-595-5233),11524 E 900 N,Burnettsville,IN,47926,USA,11524 E 900 N,Burnettsville,IN,47926,USA
,Mountain West Ag Services #1 OLD,1989476,3/8/2026 12:00 PM,,Feed,406-374-2450,Office (406-374-2486),23375 US Hwy 191,Garneill,MT,59453,USA,23375 US Hwy 191,Garneill,MT,59453,USA
,Polagra LLC,2005127,2/2/2026 12:00 PM,,Feed,262-279-5216,Office (262-206-0311),W1274 County Road B,Genoa City,WI,53128,USA,W1274 County Road B,Genoa City,WI,53128,USA
,Norfeld Colony,1989489,5/23/2026 12:00 PM,,Feed,,Office (605-629-6974);Mill (605-629-6974),20426 482nd Ave,White,SD,57276,USA,20426 482nd Ave,White,SD,57276,USA
,More Than Just Feed  Ponoka,1989492,8/8/2025 12:00 PM,,Feed,,Mill (403-704-5825);Office (403-948-4578),126 E Canal Garden,Strathmore,AB,T1P 0A9,Canada,6015  49A Street,Ponoka,AB,T4J 1E1,Canada
,Prairie Queen Mill,1989505,1/18/2026 12:00 PM,,Feed,,Office (605-695-5520),46274 223rd Street,Nunda,SD,57050,USA,46274 223rd Street,Nunda,SD,57050,USA
,Paragon Feeds,1989509,,,Feed,,Mill (604-856-2192);Office (604-852-7121),480 Ross Road,Abbotsford,BC,D4X 2M5,Canada,480 Ross Road,Abbotsford,BC,D4X 2M5,Canada
,Pech Farms,1989516,9/29/2025 12:00 PM,,Feed,319-935-3852,Office (319-935-3853);Mill (563-608-1446),1588 Taylor Avenue,Winthrop,IA,50682,USA,1588 Taylor Avenue,Winthrop,IA,50682,USA
,Prairie View Pork,1989519,7/21/2025 12:00 PM,,Feed,816-977-7909,Mill (816-401-1151);Office (816-657-2359),6100 East Route A,Drexel,MO,64742,USA,6100 East Route A,Drexel,MO,64742,USA
,Pink Rose Organix,1989520,6/9/2026 12:00 PM,,Feed,,Office (209-275-3002),PO Box 5611,El Dorado Hills,CA,95762,USA,180 Railroad Ave,Slaton,TX,79364,USA
,Pillen Family Farms Corporate,1989521,,,Feed,,,4438 Old Mill Court,Columbus,NE,68601,USA,3214 25th St,Columbus,NE,68601,USA
,Pillen Family Farms Inland,1989524,1/9/2026 12:00 PM,,Feed,,Office (402-564-0407);Mill (402-564-0407),3214 25th Street,Columbus,NE,68601,USA,31680 Road D,Hastings,NE,68954,USA
,Platte Colony,1989528,6/23/2026 12:00 PM,,Feed,605-726-3194,Office (605-726-6142);Mill (605-726-3141),35271 270th Street,Platte,SD,57369-6007,USA,35271 270th Street,Platte,SD,57369-6007,USA
,Pleasant Valley Colony,1989529,10/17/2025 12:00 PM,,Feed,406-736-5294,Office (406-736-5205),734 McCoy Road,Belt,MT,59412,USA,734 McCoy Road,Belt,MT,59412,USA
,Poinsett Colony,1989530,5/7/2026 12:00 PM,,Feed,605-873-2703,Office (605-873-2630),46527 - 189th Street,Estelline,SD,57234,USA,46527 - 189th Street,Estelline,SD,57234,USA
,Prairie Organic Layer Farm,1989533,2/3/2026 12:00 PM,,Feed,,Mobile (204-380-4591),"105 Queen St W Box 10",Fergus,ON,N1M 1S6,Canada,"105 Queen St W Box 10",Fergus,ON,N1M 1S6,Canada
,"Premier Feeds, LLC",1989534,4/13/2026 12:00 PM,,Feed,,Office (937-584-6569);Office (937-584-6556);Mill (937-584-2454);Home (937-584-2454),1 Solutions Ave,Sabina,OH,45169,USA,238 Melvin Road,Wilmington,OH,45177,USA
,Prinsburg Farmers Cooperative,1989537,4/24/2026 12:00 PM,,Feed,320-978-8561,Office (320-978-8100);Office (320-978-8504),404 Railroad Avenue,Prinsburg,MN,56281,USA,404 Railroad Avenue,Prinsburg,MN,56281,USA
,New Rosedale Feed Mill,2008199,,,Feed,,,Box 460,Portage la Prairie,MB,R1N 3B7,Canada,Box 460,Portage la Prairie,MB,R1N 3B7,Canada
,Jennie-O,2008240,11/30/2025 12:00 PM,,Feed,715-537-9687,Office (715-537-9527),34 N 7th Street,Barron,WI,54812,USA,34 N 7th Street,Barron,WI,54812,USA
,Poll Farms,2008257,1/4/2026 12:00 PM,,Feed,269-751-8230,Mobile (616-836-4967);Office (269-751-5687),4406 134th Ave,Hamilton ,MI,49419,USA,4406 134th Ave,Hamilton ,MI,49419,USA
,Orland Colony,2010305,5/27/2026 12:00 PM,,Feed,605-363-3668,Office (605-480-3947);Office (605-363-3681),45050 246th Street,Montrose,SD,57048,USA,45050 246th Street,Montrose,SD,57048,USA
,Pure Country Pork,1989545,1/13/2026 12:00 PM,,Feed,509-754-4126,Office (509-989-1347);Mill (509-989-2519),2916 Road 12.8 NW,Ephrata,WA,98823,USA,7800 Road D NW,Ephrata,WA,98823,USA
,Reedy Fork Farms,1989547,2/16/2026 12:00 PM,,Feed,,Office (336-684-4883),7092 Sockwell Road,Elon College,NC,27244,USA,7092 Sockwell Road,Elon College,NC,27244,USA
,Ripon Milling,1989553,10/26/2025 12:00 PM,,Feed,,Office (209-599-3035),30636 E Carter Road,Farmington ,CA,95230,USA,320 S Stockton Ave,Ripon,CA,95366,USA
,Riverdale Feed And Grain,1989555,7/26/2025 12:00 PM,,Feed,,Office (989-833-7757),6658 N Mill,Riverdale,MI,48877,USA,6658 N Mill,Riverdale,MI,48877,USA
,Rose Glen Farming Company,1989563,3/14/2026 12:00 PM,,Feed,403-838-2039,Office (403-838-2544);Office (403-838-2545);Office (403-838-2272),Box 117,Hilda,AB,T0J 1R0,Canada,Box 117,Hilda,AB,T0J 1R0,Canada
,Ruby Ridge Dairy,1989564,4/12/2026 12:00 PM,,Cattle,,Office (360-815-5045),591 Bengen Lane,Pasco,WA,99301,USA,591 Bengen Lane,Pasco,WA,99301,USA
,Whittemore Feeders Supply,1989575,5/23/2026 12:00 PM,,Feed,,Office (515-884-2662);Office (515-884-2267);Mill (515-200-4082),PO Box 457,Whittemore,IA,50598,USA,106 Fifth Street,Whittemore,IA,50598,USA
,O' Bryan Grain Farms,2010395,6/28/2026 12:00 PM,,Grain,270-229-1588,Office (270-702-1065);Mobile (270-570-4275),10124 Boone Street,Owensboro,KY,42301,USA,6729 Curdsville Delaware Road,Owensboro,KY,42301,USA
,Monier Pork Farms,2010431,,,Feed,815-879-5008,Office (815-875-6277);Mill (815-376-5863),23299 1480 No Ave,Princeton,IL,61356,USA,23228 2600N Avenue,Ohio,IL,61349,USA
,Sieren Pork,1989587,8/24/2025 12:00 PM,,Feed,641-636-3174,Mobile (319-330-2566);Office (641-636-3174),1470 Keokuk-Washington,Keota,IA,52248,USA,1470 Keokuk-Washington,Keota,IA,52248,USA
,Smolek L And G Inc. ,1989591,1/1/2026 12:00 PM,,Feed,574-278-7127,Office (574-278-7127);Mill (574-870-3015);Office (574-278-6353),5692 North 1025 E,Idaville,IN,47950,USA,5692 North 1025 E,Idaville,IN,47950,USA
,Hillandale Farms,1989593,5/22/2026 12:00 PM,,Feed,814-382-2046,Mill (717-624-3311);Office (814-573-2767),11549 Sperry Road,Atlantic,PA,16111,USA,11549 Sperry Road,Atlantic,PA,16111,USA
,Spillville Feed Mill,1989594,11/6/2025 12:00 PM,,Feed,,Office (563-562-3158),PO Box 63,Spillville,IA,52168,USA,1907 County Road W14,Calmar,IA,52132,USA
,Spring Creek Colony Forbes,1989595,4/14/2026 12:00 PM,,Feed,605-358-6117,Office (605-358-6112),36562 102nd Street,Forbes,ND,58439,USA,36562 102nd Street,Forbes,ND,58439,USA
,Spring Valley Colony Alberta,1989598,12/14/2025 12:00 PM,,Feed,403-758-3881,Mill (403-915-3700);Office (403-915-3702);Office (403-758-3889),Box 47,Spring Coulee,AB,T0K 2C0,Canada,Box 47,Spring Coulee,AB,T0K 2C0,Canada
,Reddy Feed And Grain LLC,2975993,,,Feed,,Mill (608-943-8353),805 West Ridge Avenue,Livingston,WI,53554,United States,,,,,
,Spronk Brothers Farms,1989604,12/1/2025 12:00 PM,,Feed,507-442-3552,Office (507-442-5711),193 150th Ave,Edgerton,MN,56128,USA,193 150th Ave,Edgerton,MN,56128,USA
,Starlite Colony,1989606,10/25/2025 12:00 PM,,Feed,204-738-2229,Office (204-735-2229),9091 Road 54 NW,Starbuck,MB,ROG 2PO,Canada,9091 Road 54 NW,Starbuck,MB,ROG 2PO,Canada
,Steinbach Feeds LTD,1989608,2/2/2026 12:00 PM,,Feed,204-326-9700,Office (204-326-3454),231 Main Street,Steinbach,MB,R5G 1Y7,Canada,231 Main Street,Steinbach,MB,R5G 1Y7,Canada
,Sunset Feeders LTD,1989612,5/26/2026 12:00 PM,,Feed,,Office (403-634-4258),SE 30-10-13 w4,Taber,AB,T1G 2C7,Canada ,SE 30-10-13 w4,Taber,AB,T1G 2C7,Canada 
,Synergy Feeds South Whitley,1989615,9/19/2025 12:00 PM,,Feed,,Office (260-723-5141),401 N Main Street,South Whitley,IN,46787,USA,401 N Main Street,South Whitley,IN,46787,USA
,Synergy Feeds Edgerton,1989616,9/19/2025 12:00 PM,,Feed,,,401 N Main St,South Whitley,IN,46787,USA,1357 Everson Road,Woodburn,IN,46797,USA
,Thomas Livestock Company Corporate,1989619,,,Feed,,,,,,,,79696 Hwy 21,Broken Bow,NE,68822,USA
,JBS West Brandon,1992608,,,Feed,719-336-4620,Office (719-336-1111);Mill (719-729-3409/3410),"PO Box 68, 103 W Railroad St",Oakville,IA,52646,USA,12445 County Road,Brandon,CO,81071,USA
,Tuente Farms,1992612,8/21/2025 12:00 PM,,Feed,419-582-2030,Office (419-582-2030);Mill (419-582-2056),14808 State Route 716,Yorkshire,OH,45388,USA,8500 Darke Shelby Co Line Rd,Yorkshire,OH,45388,USA
,Twilight Colony,1992613,4/30/2026 12:00 PM,,Feed,,Office (587-647-0371);Mill (780-837-8120);Office (780-837-8120),Box 728,Falher,AB,T0H 1M0,Canada,Box 728,Falher,AB,T0H 1M0,Canada
,Split Rock Creek Mill,2154817,6/12/2026 12:00 PM,,Feed,,Office (507-348-8623),320 Wall Street W,Jasper,MN,56144,USA,320 Wall Street W,Jasper,MN,56144,USA
,"United Feed Cooperative, Inc. Okeechobee",1992621,10/15/2025 12:00 PM,,Feed,863-763-7334,Mill (863-763-2145);Office (863-763-2146);Office (863-763-2145),PO Box 485,Okeechobee,FL,34973,USA,708 NW 8th Street,Okeechobee,FL,34973,USA
,Valley Nutrition,1992622,7/29/2026 12:00 PM,,Feed,877-546-4583,Mill (604-302-7746),Box 642,Armstrong,BC,V0E 1B0,Canada,Unit 109 27090 Gloucester Way,Langley,BC,V4W 3Y5,Canada
,Valley View Milling LLC,1992624,7/25/2025 12:00 PM,,Feed,785-858-4778,Office (785-336-5355);Mill (785-336-5456),2875 State Highway 63,Seneca,KS,66538,USA,2875 State Highway 63,Seneca,KS,66538,USA
,AGWRX Cooperative,1992645,11/21/2025 12:00 PM,,Feed,605-886-0601,Office (605-886-3039);Mill (605-886-4406),811 Burlington Northern Drive,Watertown,SD,57201,USA,811 Burlington Northern Drive,Watertown,SD,57201,USA
,Weltzien Turkey Farms,1992650,10/25/2025 12:00 PM,,Feed,,Office (608-792-9467),W18364 Silver Creek Road,Galesville,WI,54630,USA,W18364 Silver Creek Road,Galesville,WI,54630,USA
,Wen Mar Farms,1992651,6/20/2026 12:00 PM,,Feed,,Office (740-545-9699);Office (740-545-9669),22368 CR 254,West Lafayette,OH,43845,USA,22368 CR 254,West Lafayette,OH,43845,USA
,Stateline Cooperative Halfa,2004997,1/1/2026 12:00 PM,,Feed,,Mill (712-866-2673);Mill (712-866-2670);Mill (712-866-2671),5265 206th Street,Armstrong,IA,50514,USA,5265 206th Street,Armstrong,IA,50514,USA
,Country Visions Cooperative,2971686,,,Grain,,Office (920-775-4145),,,,,,2513 Marken Road,Valders,WI,54245,USA
,Central Valley Ag Daykin Milling LLC,2005017,9/28/2025 12:00 PM,,Feed,,Mill (785-313-3020),2803 N Nebraska Ave,York,NE,68467,USA,56407 724th Rd ,Daykin,NE,68338,USA
,Porcine Farms,2005363,8/10/2026 12:00 PM,,Feed,309-341-1601,Mill (309-371-9237);Office (309-341-1600),22 Knox Road 1400 N,Galesburg,IL,61401,USA,22 Knox Road 1400 N,Galesburg,IL,61401,USA
,Prairie Elk Colony,2005368,10/18/2025 12:00 PM,,Feed,,Office (406-480-2250);Mill (406-480-2250);Office (406-480-4609),1436 Montana Hwy 528,Wolf Point,MT,59201,USA,1436 Montana Hwy 528,Wolf Point,MT,59201,USA
,"KBQ, Inc.",2005374,9/24/2025 12:00 PM,,Feed,,Office (507-427-2821),38781 570th Avenue,Mountain Lake,MN,56159,USA,38781 570th Avenue,Mountain Lake,MN,56159,USA
,Seaboard Foods,2005473,,,Feed,,Office (806-435-5935);Office (806-435-2356);Mill (806-435-2901),4200 S Main Street,Perryton,TX,79070,USA,"12030 Hwy 15Hwy 15 & CR 9",Perryton,TX,79070,USA
,Soulstone Poultry,2005526,12/7/2025 12:00 PM,,Feed,,Office (519-323-7854),44678 Newry Road,Brussels,ON,N06 1H0,Canada,44678 Newry Road,Brussels,ON,N06 1H0,Canada
,South Dakota State University - Central Feed Department,2010307,,,Feed,,Office (605-693-3529);Mill (605-688-5437 Veronica),PO Box 2201,Brookings,SD,57007,USA,813 30th Street,Brookings,SD,57007,USA
,Al Safi Dairy Premix ,2010332,7/7/2025 12:00 PM,,Feed,,Office (966544123138),16455 Haradh Rd,Al Kharj,,,Saudi Arabia,16455 Haradh Rd,Al Kharj,,,Saudi Arabia
,Gold Eagle Cooperative Kiester,2010350,2/20/2026 12:00 PM,,Feed,,Office (507-294-3697);Mill (507-294-9900),100 West Front Street,Kiester,MN,56051,USA,100 West Front Street,Kiester,MN,56051,USA
,Hillcrest Pork,2010377,2/28/2026 12:00 PM,,Feed,,Office (712-378-3185);Mill (712-490-8199 Don's cell),47855 300th Street,Kingsley,IA,51028,USA,47855 300th Street,Kingsley,IA,51028,USA
,Westcoast Holsteins Ltd.,2010384,6/20/2025 12:00 PM,,Cattle,,,PO Box Site 15 RR1,Ponoka,AB,T4J 1R1,Canada,PO Box Site 15 RR1,Ponoka,AB,T4J 1R1,Canada
,Hudson Egg Farms,2010386,5/16/2027 12:00 PM,,Feed,,Office (315-689-9421),1812 Route 5,Elbridge,NY,13060,USA,1812 Route 5,Elbridge,NY,13060,USA
,Iowa State University,2929348,,,Feed,,,,,,,,,,,,
,Jeremiason Farms,2010387,9/17/2026 12:00 PM,,Feed,504-872-6893,Mill (507-829-9029 Guy's cell);Office (507-872-6651),1249 340th Avenue,Minneota,MN,56264,USA,1249 340th Avenue,Minneota,MN,56264,USA
,Rokey Farms LLC,2010447,4/25/2026 12:00 PM,,Feed,,Office (785-284-3465);Mill (785-285-0050 cell),2003 200th Road,Sabetha,KS,61081,USA,2003 200th Road,Sabetha,KS,61081,USA
,Cenex Harvest States Harrisburg (CHS),2277674,1/1/2026 12:00 PM,,Feed,,Office (541-995-6384);Mill (541-995-3510),815 S. 2nd Street,Harrisburg,OR,97446,USA,815 S. 2nd Street,Harrisburg,OR,97446,USA
,White Oak Farms Partnership,2010463,,,Feed,765-795-3684,Office (765-795-3615);Mill (317-403-8893 Joe cell),5008 E State Rd 42,Cloverdale,IN,46120,USA,5008 E State Rd 42,Cloverdale,IN,46120,USA
,Cenex Harvest States Tillamook (CHS),2153957,1/1/2026 12:00 PM,,Feed,,Office (503-842-4111),6200 Blimp Blvd,Tillamook,OR,97141,USA,6200 Blimp Blvd,Tillamook,OR,97141,USA
,A Baurs,2169039,12/12/2026 12:00 PM,,Agronomy-Dry,,,"PO Box 115, Upper Chatham Street",Colombo 1,,,Sri Lanka,"PO Box 115, Upper Chatham Street",Colombo 1,,,Sri Lanka
,Farmers Cooperative Ravenna,2218485,5/1/2026 12:00 PM,,Agronomy-Dry,,,,,,,,35885 Ravenna Rd,Ravenna,NE,68869,USA
,Valley Hay,2222251,,,Other,,Office (541-915-5067),31125 Cartney Drive,Harrisburg,OR,97446,USA,31125 Cartney Drive,Harrisburg,OR,97446,USA
,Agromart,2249497,4/15/2026 12:00 PM,,Agronomy-Dry,,,,,,,,18262 Telephone Road,Trenton,ON,K8V 5P4,Canada
,Nutrien Ag Solutions Mulberry,2258323,,,Agronomy-Dry,,,,,,,,2100 Moores Lane,Mulberry,FL,33860,USA
,Sand Lake Farming Co. Ltd,2277178,12/10/2025 12:00 PM,,Feed,,Office (306-298-2075),,,,,,Box 278,Val Marie,SK,S0N 2T0,Canada
,"Salix Elevator, LLC",2307363,10/14/2025 12:00 PM,,Feed,,Office (507-830-0767),95 8th Street,Bingham Lake,MN,56118,USA,95 8th Street,Bingham Lake,MN,56118,USA
,Yorktown Organics Corporate,2958076,,,Feed,,,29990 Illinois Hwy 92,Tampico,IL,61283,USA,,,,,
,Willamette Egg Farms Corporate,2958077,,,Feed,,,,,,,,,,,,
,Helena Agri Enterprises Petersburg,2937409,,,Agronomy-Liquid,,,,,,,,113 E Main Street,Petersburg,NE,68652,USA
,Wilbur Ellis Corporate,2958079,,,Agronomy-Dry And Liquid,,,,,,,,,,,,
,Legacy Ag,2352782,4/21/2026 12:00 PM,,Feed,,Office (989-763-0271),PO Box 85,Perrinton,MI,48871,USA,305 East Rosevelt Road,Ashley,MI,48806,USA
,Hutterville Colony Chicken Feed Mill,2609623,7/15/2025 12:00 PM,,Feed,403-758-3979,Office (403-328-5816);Mill (403-328-5816);Office (403-758-3143);Mill (403-758-3143 ),,,,,,Box 70,Magrath,AB,T0K 1J0,Canada
,Hidden Valley Colony Montana,2878776,,,Feed,406-292-3590,Office (406-375-3167),9754 Road 245 South,Gilford,MT,59525,USA,9754 Road 245 South,Gilford,MT,59525,USA
,Nutrien Ag Solutions Newton,2892148,11/16/2025 12:00 PM,,Agronomy-Liquid,,,,,,,,7250 E State Hwy 33,Newton,IL,62448,USA
,United Farmers Cooperative Corporate,2958111,,,Feed,,,PO Box,Fort Dodge,IA,50501,USA,,,,,
,MRK Inc.,2911935,6/10/2025 12:00 PM,,Agronomy-Liquid,,,,,,,,606 E. Prospect Road,Lexington ,NE,68860,USA
,Clover Hill Dairy,2912875,11/1/2025 12:00 PM,,Feed,,,,,,,,W4306 Cloverland Drive,Campbellsport,WI,53010,USA
,Wenger Feeds Muncy,2912882,,,Feed,,,,,,,,6829 Route 405 Highway,Muncy,PA,17756,USA
,Treaty Mill,2917376,7/14/2025 12:00 PM,,Feed,,Mobile (765-546-3342),7977 Main Street - Horatio Road,Greenville,OH,45331,USA,7977 Main Street - Horatio Road,Greenville,OH,45331,USA
,Cascade Colony,2328062,4/8/2026 12:00 PM,,Feed,,Office (406-265-5863);Office (406-264-5316),508 Birdtail Creek Road,Sun River,MT,59483,USA,508 Birdtail Creek Road,Sun River,MT,59483,USA
,Kanza Cooperative,2350526,4/23/2026 12:00 PM,,Agronomy-Dry,,Office (316-444-2141),,,,,,219 Main Street,Andale,KS,67001,USA
,Farmers Union Oil Terry,2924002,2/28/2026 12:00 PM,https://www.fuoilcoop.com/,Agronomy-Dry,,Office (406-635-5479),101 S McDonald Ave,Terry,MT,59349,USA,101 S McDonald Ave,Terry,MT,59349,USA
,More Than Just Feed St. Malo,2351082,8/8/2025 12:00 PM,,Feed,,,126 E Canal Garden,Strathmore,AB,T1P 1Y4,Canada,"20037 Friesen Road 25 ESW 17-4-5E",St. Malo,MB,R0A 1T0,Canada
,Simplot Rupert,2928205,5/31/2026 12:00 PM,,Agronomy-Dry And Liquid,,,1099 W Front Street,Boise,ID,83702,USA,230 S 200 W,Rupert,ID,83350,USA
,Agriland FS Canby,2928234,2/23/2026 12:00 PM,,Agronomy-Liquid,,,421 N. 10th St,Winterset,IA,50273,USA,1706  160th St,Casey,IA,50048,USA
,Synergy Feeds Corporate,2958139,,,Feed,,,,,,,,4014 N Main Street,South Whitley,IN,46787,USA
