Company Name,Customer ID,Address Description,City,Country,Line 1,Line 2,Line 3,State,Zip
"Shelter Valley Land And Cattle","2159064","Shipping","Czar","Canada","Box 131","","","AB","T0B 0Z0"
"Sieren Pork","1989587","Shipping And Billing","Keota","USA","1470 Keokuk-Washington","","","IA","52248"
"Sierra Colony","2249731","Shipping","Shaunavon","Canada","Box 759","","","SK","S0N 2M0"
"Silver Brothers","2730054","Shipping","Old Chatham","USA","155 Shaker Museum Road","","","NY","12136"
"Simplot  Corporate","2957589","","","","","","","",""
"Simplot Albion","2958495","Shipping","Albion","USA","","","","NE","68620"
"Simplot Baker City","2351017","Shipping","Baker City ","USA","2315 Pocahontas Road","","","OR","97814"
"Simplot Bunkie","2975855","","","","","","","",""
"Simplot Caldwell","2953634","Shipping","Caldwell","USA","17505 Simplot Blvd","","","ID","83607"
"Simplot Gibson City","2962919","","","","","","","",""
"Simplot Leachville","2839220","Shipping","Leachville","USA","502 Hwy 77 N Main","","","AR","72438"
"Simplot Lennon","2799922","Shipping","Lennon","USA","11941 E Corunna Road","","","MI","48449"
"Simplot Lennon","2799922","Billing","Boise","USA","1099 W Front Street","","","ID","83702"
"Simplot Opp","2943183","Shipping","Opp","USA","1311 Florala Hwy","","","AL","36467"
"Simplot Othello","2970635","Shipping","Othello","USA","531 Booker Road","","","WA","99344"
"Simplot Rayville","2976346","Shipping","Rayville","USA","89 Industrial Loop","","","LA","71269"
"Simplot Rosedale","2952235","Shipping","Rosedale","USA","","","","MS",""
"Simplot Rosedale","2952235","Shipping","Rosedale","USA","","","","MS",""
"Simplot Rupert","2928205","Shipping","Rupert","USA","230 S 200 W","","","ID","83350"
"Simplot Rupert","2928205","Billing","Boise","USA","1099 W Front Street","","","ID","83702"
"Simplot Tulare","2936881","Shipping","Tulare","USA","","","","SD","57476"
"Simplot Tulare","2936881","Billing","Boise","USA","1099 W Front Street","","","ID","83702"
"Simplot Wendell","2976246","","","","","","","",""
"Sinamco Trading LLC","1989588","Billing","Minneapolis","USA","920 2nd Ave South Suite 825","","","MN","55402"
"Sinamco Trading LLC","1989588","Shipping","Morrill","USA","107 Railroad St","","","NE","69358"
"Sinclair Elevator","2008260","Shipping And Billing","Parkersburg","USA","32746 Sinclair Avene","","","IA","50665"
"Sinke Farms LTD","1989589","Shipping And Billing","Picture Butte","Canada","110047 Range Rd 222","","","AB","T0K 1V0"
"Skyland Grain","2644531","Shipping And Billing","Cunningham","USA","308 S Valley","","","KS","67035"
"Slack Tide Brewing","2849039","Shipping","Cape May Court House","USA","1879 US-9","","","NJ","08210"
"Smith Quality Eggs","1989590","Shipping And Billing","Lafayette","USA","7047 Kelly Road","","","NY","13084"
"Smolek L And G Inc. ","1989591","Shipping And Billing","Idaville","USA","5692 North 1025 E","","","IN","47950"
"Son D Farms","1989592","Shipping And Billing","Adrian","USA","25751 State Hwy 91","","","MN","56110"
"Soulstone Poultry","2005526","Shipping And Billing","Brussels","Canada","44678 Newry Road","","","ON","N06 1H0"
"Souris River Colony","2010451","Shipping And Billing","Elgin","Canada","Box 149","","","MB","R0K 0T0"
"South Central FS Corporate","2958145","","Effingham","USA","405 S Banker Street","","","IL","62401"
"South Central FS Sullivan","2672552","Shipping","Sullivan","USA","982 CR 1350","","","IL","61951"
"South Central FS Vandalia","2895710","Shipping And Billing","Vandalia","USA","100 Pine Ridge Drive","","","IL","62471"
"South Dakota State University - Central Feed Department","2010307","Billing","Brookings","USA","PO Box 2201","","","SD","57007"
"South Dakota State University - Central Feed Department","2010307","Shipping","Brookings","USA","813 30th Street","","","SD","57007"
"Southern Pines Brewing","2124134","Shipping","Southern Pines","USA","171 Bridgewater Drive","","","NC","28387"
"Southern States","2187763","Shipping","Lumberton","USA","725 S Roberts Ave","","","NC","28358"
"Southland Colony","2352733","Shipping","Herbert","Canada","Box 459","","","SK","S0H 2A0"
"Southwest Transfer","2029521","Shipping","Marshall","USA","11280 295th Street","","","MN","56258"
"Southwest Transfer","2029521","Billing","Brookings","USA","1025 7th Ave","","","SD","57006"
"Specialty Ag Formulations","2940589","Shipping","Aurora","USA","974 S. Highway 14","","","NE","68818"
"Spillville Feed Mill","1989594","Billing","Spillville","USA","PO Box 63","","","IA","52168"
"Spillville Feed Mill","1989594","Shipping","Calmar","USA","1907 County Road W14","","","IA","52132"
"Spillville Mill Corporate","2958142","Shipping","Calmar","USA","1907 County Road W14","","","IA","52132"
"Spillville Organic Mill","2179374","Mailing","Spillville","USA","PO Box 63","","","IA ","52168"
"Spillville Organic Mill","2179374","Shipping","Calmar","USA","1907 County Rd W14","","","IA","52132"
"Spillville Organic Mill","2179374","Billing","Waucoma","USA","331 3rd St NW","","","IA","52171"
"Spink Colony","2940602","Shipping And Billing","Frankfort","USA","18206 Spink Lane","","","SD","57440"
"Split Rock Creek Mill","2154817","Shipping And Billing","Jasper","USA","320 Wall Street W","","","MN","56144"
"Sporting Valley Feed ","2899380","Shipping","Ephrata","USA","1440 Division Highway","","","PA","17522"
"Spring Creek Colony Forbes","1989595","Shipping And Billing","Forbes","USA","36562 102nd Street","","","ND","58439"
"Spring Valley Colony Alberta","1989598","Shipping And Billing","Spring Coulee","Canada","Box 47","","","AB","T0K 2C0"
"Spring Water Colony - Canada","1989603","Shipping And Billing","Ruthilda","Canada","Box 38","","","SK","S0K 3S0"
"Springer Family Foods LLC Box Farm Feed Mill","1989601","Billing","Sycamore","USA","PO Box 97","","","KS","67363"
"Springer Family Foods LLC Box Farm Feed Mill","1989601","Shipping","Independence","USA","3321 County Road 5800","","","KS","67301"
"Springer Family Foods LLC Corporate","2958140","Shipping","Independence","USA","3321 County Road 5800","","","KS","67301"
"Springer Family Foods LLC Valley Feed Mill","1989602","Billing","Sycamore","USA","PO Box 97","","","KS","67363"
"Springer Family Foods LLC Valley Feed Mill","1989602","Shipping","Independence","USA","3321 County Road 5800","","","KS","67301"
"Springfield Colony","2249491","Shipping","Anola","Canada","62078 Colony Road","Box 2650","","MB","R5L 0A7"
"Springside Colony","2005464","Shipping And Billing","Duchess","Canada","Box 120","","","AB","T0J 0Z0"
"Springvale Colony","2846683","Shipping","Rockyford","Canada","273036 Range Road 232","","","AB","T0J 2R0"
"Springview Colony","2972823","Shipping","Gem","Canada","PO Box 314","","","Alberta","T0J 1M0"
"Springwater Colony Chicken Barn","2008238","Shipping And Billing","Harlowton","USA","17 Springwater Lane ","PO Box 782","","MT","59036"
"Springwater Colony Hog Barn","2008239","Shipping And Billing","Harlowton","USA","17 Springwater Lane","PO Box 782","","MT","59036"
"Spronk Brothers Farms","1989604","Shipping And Billing","Edgerton","USA","193 150th Ave","","","MN","56128"
"Sprucehill Colony","2275983","Shipping","Kenaston","Canada","Box 130","","","SK","S0G 2N0"
"Stabil Nutrition","2960344","Shipping","Mermentau","USA","170 South 13th St","","","LA","70556"
"Stagecoach Trail Organics","2495924","Shipping","Sheffield","USA","21397 Illinois 40","","","IL","61361"
"Stagecoach Trail Organics","2495924","Billing","Tampico","USA","5280 Backbone Road","","","IL","61283"
"Stan's Inc.","2187359","Shipping And Billing","Alpena","USA","1008 Railway Ave","","","SD","57315"
"Standard Dairy Consultants","2864021","Shipping And Billing","Jerome","USA","383 E 300 S","","","ID","83338"
"Standard Nutrition","1989401","Shipping And Billing","Emmetsburg","USA","1817 E Main Street","","","IA","50536"
"Star Blends","2178729","Shipping","Sparta","USA","1919 Riley Road","","","WI","54656"
"Starlite Colony","1989606","Shipping And Billing","Starbuck","Canada","9091 Road 54 NW","","","MB","ROG 2PO"
"State of Virginia DOT","2647569","Billing","Baltimore","USA","1701 South Highland Ave","","","MD","21224"
"State of Virginia DOT","2647569","Shipping","Chantilly","USA","","","","VA",""
"Stateline Cooperative Burt","2931019","Shipping","Burt","USA","120 Walnut St","","","IA","50522"
"Stateline Cooperative Halfa","2004997","Shipping And Billing","Armstrong","USA","5265 206th Street","","","IA","50514"
"Steinbach Feeds LTD","1989608","Shipping And Billing","Steinbach","Canada","231 Main Street","","","MB","R5G 1Y7"
"Stephenson Service Company","2542588","Shipping","Stockton","USA","1859 IL Route 78 North","","","IL","61085"
"Steve Madden","2967217","Shipping Address","Armstrong","USA","203 395th St","","","IA","50514"
"Steve Madden","2967217","Billing Address","Armstrong","USA","PO Box 484","","","IA","50514"
"Stevens Feed Mill","2757106","Shipping","Middleburg","USA","2801 Paxtonville Road","","","PA","17842"
"Stewart Maschmeyer","2010646","Shipping","Bruderheim","Canada","","","","AB",""
"Stiebrs Farms","2093100","Shipping And Billing","Yelm","USA","10909 Bald Hill Road SE","","","WA","98597"
"Stover Milling","2502341","Shipping","Stover","USA","101 Maple St","","","MO","65078"
"Strawn Pork LLC - CLOSED","1989425","Billing","Strawn","USA","2814 N 2800 East Road","","","IL","61775"
"Strawn Pork LLC - CLOSED","1989425","Shipping ","Strawn","USA","2928 North 2900 East Road","","","IL","61775"
"Stribling Hog Farm","1989610","Shipping And Billing","Ashland","USA","30663 North Centinary Road","","","IL","62612"
"Stumpy Hill Farms","1989611","Billing","Albion ","USA","499 County Road 400 North","","","IL","62806"
"Stumpy Hill Farms","1989611","Shipping ","Albion","USA","533 County Road 400 North","","","IL","62806"
"Sturgis Brewing","2542566","Shipping","Sturgis","USA","600 Anna Street","","","SD","57785"
"Summerland Colony","2352728","Shipping","Claresholm","Canada","PO Box 1328","","","AB","T0L 0T0"
"Sun King Brewery","2124141","Shipping","Carmel","USA","351 Monon Blvd","","","IN","46032"
"Sunrise Ag Cooperative","2029576","Shipping And Billing","Buckman","USA","9361 Creamery Drive","","","MN","56317"
"Sunset Feeders LTD","1989612","Shipping And Billing","Taber","Canada ","SE 30-10-13 w4","","","AB","T1G 2C7"
"Superior Ag Feed Mill","2951546","Shipping","Dale","USA","21419 North County Road 400 East","","","IN","47523"
"Superior Ag Feed Mill","2951546","Billing","Huntington","USA","901 N. Main","","","IN","47542"
"Superior Ag Fertilizer","2941245","Shipping","Dale ","USA","418 N Washington","","","IN","47523"
"Superior Milling","2856357","Shipping ","Waynetown","USA","6640 West US Hwy 136","","","IN","47990"
"Swinford And Franz Farms","1989613","Shipping And Billing","Hillsdale","USA","8720 S 275 E","","","IN","47854"
"Synergy Agri Group Inc. ","1989614","Billing","Port William","Canada","1100 Kars Street","PO Box 159","","NS","B0P 1T0"
"Synergy Agri Group Inc. ","1989614","Shipping","Avonport","Canada","2214 Gaspereau River Road","","","NS","B0P 1T0"
"Synergy Feeds Corporate","2958139","Shipping","South Whitley","USA","4014 N Main Street","","","IN","46787"
"Synergy Feeds Edgerton","1989616","Shipping","Woodburn","USA","1357 Everson Road","","","IN","46797"
"Synergy Feeds Edgerton","1989616","Billing","South Whitley","USA","401 N Main St","","","IN","46787"
"Synergy Feeds South Whitley","1989615","Shipping And Billing","South Whitley","USA","401 N Main Street","","","IN","46787"
"T and M Farms","2006479","Shipping and Billing","Worthington","USA","26798 Town Ave","","","MN","56187"
"T And S Crop Services ","2929293","Shipping","Middleport","USA","","","","NY",""
"Talbot Elevator","1989617","Shipping And Billing","Aylmer","Canada","52744 Talbot Line","RR1","","ON","N5H 2R1"
"Tama Benton Coop","2929302","Shipping","Dysart","USA","504 Estelle","","","IA","52224"
"Tannerite Sports LLC","2338127","Billing","Pleasant Hill","USA","36366 Valley Road","","","OR","97455"
"Tannerite Sports LLC","2338127","Shipping And Billing","Oakridge","USA","76276 Industrial Park Way","","","OR","97463"
"Taurus Natural Inc. ","1989618","Shipping And Billing","Cardston","Canada","Box 298","","","AB","T0K 0K0"
"Test Customer","2527978","","","","","","","",""
"The Andersons Albion MI","2192208","Shipping","Albion","USA","26250 B Drive N","","","MI","49224"
"The Andersons Corporate","2958115","Shipping","Maumee","USA","1947 Briarfield Blvd","","","OH","43537"
"The Andersons Denison","2218110","Shipping","Denison","United States","2404 Hwy 30","","","IA","51442"
"The Andersons Seymour IN","2186682","Shipping","Seymour","USA","101 Agrico Lane","","","IN","47274"
"Thomas Livestock Company Corporate","1989619","Shipping","Broken Bow","USA","79696 Hwy 21","","","NE","68822"
"Thomas Livestock Company Corporate","1989619","Corporate","","","","","","",""
"Thomas Livestock Company Inc. Broken Bow (Old Mill)","1989620","Shipping And Billing","Broken Bow","USA","79696 Hwy #21","","","NE","68822"
"Thomas Livestock Company Inc. Merna (New Mill)","1989621","Billing","Broken Bow","USA","79696 Hwy #21","","","NE","68822"
"Thomas Livestock Company Inc. Merna (New Mill)","1989621","Shipping","Merna","USA","80534 Hwy 2","","","NE","68822"
"Thompson Colony","2947516","Shipping","Fort Macleod","Canada","Box 160","","","AB","T0L 0Z0"
"Thompson Farms","2174166","Shipping And Billing","Wilmington","USA","558 Smith Road #9245","","","OH","45177"
"Thompson Pearl Valley Egg","1989622","Shipping And Billing","Pearl City","USA","968 South Kent Road","","","IL","61062"
"Tier One Nutritionals","2042458","Shipping And Billing","Madison","USA","1040 Lumberman's Trail","","","WI","53716"
"Tim Janzen","2040207","Shipping and Billing","Mountain Lake","USA","39421 County Rd 1","","","MN","56159"
"Tim Steuber Pork","1989623","Shipping And Billing","Fairmont","USA","1569 190th Ave","","","MN","56031"
"Timac Agro Americus","2874297","Shipping And Billing","Americus","USA","Rainbow Fertilizer LLC","1011 Oak Ave","","GA","31709"
"Timac Agro Corporate","2958113","Shipping","Americus","USA","1011 Oak Ave","","","GA","31709"
"Timac Agro Reading","2153155","Shipping","Reading","USA","153 Angstadt Lane","","","PA","19607"
"Timac Agro Reading","2153155","Billing","Americus","USA","Rainbow Fertilizer LLC","1011 Oak Ave","","GA","31709"
"TJ Farms","2186556","Shipping","Watford","Canada","8660 Brickyard Lane","","","ON","NOM 2SO"
"Tlam Farms","1989625","Shipping And Billing","Dunnell","USA","429 10th Avenue","","","MN","56127"
"TMI","2010331","Shipping And Billing","Carlyle","USA","18395 Post Oak Road","","","IL","62231-3017"
"Toelle Farms","1989626","Shipping And Billing","Browns Valley","USA","5085 St. Anthony Drive","","","MN","56219"
"Tom Menchhofer","2010427","Shipping And Billing","Holton","USA","5383 West County Road 250 North","","","IN","47023"
"Tom Ritz","1989554","Shipping And Billing","Conklin","USA","2721 Wilson Avenue","","","MI","49403"
"Tom Scheider","1989256","Shipping And Billing","Freeport","USA","4778 W Empire Road","","","IL","61032"
"Tonewood Brewing","2359737","Shipping","Oaklyn","USA","215 W Clinton Ave","","","NJ","08107"
"Trademark Nitrogen","2010570","Shipping","Tampa","USA","1216 Old Hopewell Road","","","FL","33619"
"Transagra","2206901","Shipping","Storm Lake","USA","1607 N Lake Ave","","","Iowa","50588"
"Transagra","2206901","Billing","Storm Lake","USA","101 Gilbert Street","","","Iowa","50588"
"Treaty Mill","2917376","Shipping And Billing","Greenville","USA","7977 Main Street - Horatio Road","","","OH","45331"
"Trelleborg Applied Technologies","2755269","Shipping And Billing","Toledo","USA","4750 W. Bancroft","","","OH","43615"
"Triple G Farms","1992610","Shipping And Billing","Webster City","USA","2970 Inkpaduta Ave","","","IA","50595"
"Triple Heart Ranch","2378706","Billing","Milwaukee","USA","Lallemand Animal Nutrition","6120 W Douglas Ave","","WI","53218"
"Triple Heart Ranch","2378706","Shipping","Wanatte","USA","43020 Patterson Road","","","OK","74878"
"Triple J Farms Sonora","1989224","Billing","Sonora","USA","PO Box 4314","","","CA","95370-8772"
"Triple J Farms Sonora","1989224","Shipping","Jamestown","USA","10800 La Grange Road","","","CA","95327"
"Triple P Farms","1992611","Shipping And Billing","Steinbach","Canada","Box 26 RR1 Group 3","","","MB","R5G 1L9"
"Trotter Fertilizer And Propane","2728585","Shipping","Ord","USA","535 N 15th Street","","","NE","68862-9999"
"Trouw Nutrition - CLOSED","1989333","Shipping","Ponoka","Canada","6701 44th Avenue","","","AB","T4J 1J8"
"Trouw Nutrition - CLOSED","1989333","Billing","Okotoks","Canada","Int. Hwy 2A and 306 Ave Site 2","Box 50 RR2","","AB","T1S 1A2"
"Tuente Farms","1992612","Shipping","Yorkshire","USA","8500 Darke Shelby Co Line Rd","","","OH","45388"
"Tuente Farms","1992612","","","","","","","",""
"Tuente Farms","1992612","Billing","Yorkshire","USA","14808 State Route 716","","","OH","45388"
"Turf Care Supply","2856208","Billing","Cleveland","USA","PO Box 2516","","","TN","37320"
"Tuscarora Processors","2005371","Shipping And Billing","Thompsontown","USA","35 Oberlin Road","","","PA","17094"
"Twilight Colony","1992613","Shipping And Billing","Falher","Canada","Box 728","","","AB","T0H 1M0"
"Twin Hills Colony Chicken Mill","1992614","Shipping And Billing","Carter","USA","4177 Beaver Slide Road","","","MT","59420"
"Twin Hills Colony Hog Feed Mill","2747465","Shipping And Billing","Carter","USA","4177 Beaver Slide Road","","","MT","59420"
"Two Rivers Cooperative","1992616","Shipping And Billing","Pella","USA","109 South Street","","","IA","50219"
"Uchu Brewing","2378688","Shipping","Yamanashi","Japan","937-1 Takanecho Kurabara","","","","408-0013"
"Union Mills","2010574","Shipping And Billing","Mulino","USA","14822 S Union Mills Road","","","OR","97042"
"United Animal Health Sheridan","1989383","Shipping And Billing","Sheridan","USA","8895 East 750 North","","","IN","46069"
"United Coop Waupun","2867371","Shipping","Waupun","USA","1236 Wilson Drive","","","WI","53963"
"United Farmers Cooperative Corporate","2958111","Billing","Fort Dodge","USA","PO Box","","","IA","50501"
"United Farmers Cooperative Klossner","1992617","Shipping And Billing","New Ulm","USA","40137 - 577th Lane","","","MN","56073"
"United Farmers Cooperative Le Sueur","2509690","Shipping","Le Sueur","USA","316 North Main Street","","","MN","56058"
"United Farmers Cooperative Le Sueur","2509690","Billing","Winthrop","USA","705 E 4th Street","PO Box 461","","MN","55396"
"United Feed Cooperative, Inc. Okeechobee","1992621","Billing","Okeechobee","USA","PO Box 485","","","FL","34973"
"United Feed Cooperative, Inc. Okeechobee","1992621","Shipping","Okeechobee","USA","708 NW 8th Street","","","FL","34973"
"University of Illinois","2010517","Billing","Champaign","USA","1817 S Neil Street, Suite 210","","","IL","61820"
"University of Illinois","2010517","Shipping","Urbana","USA","1207 W Gregory Drive Rm 24","","","IL","61801"
"Upland Colony","2188637","Shipping And Billing","Artesian","USA","24221 412th Street","","","SD","57314"
"Urban Family Brewing","2154715","Shipping","Seattle ","USA","4441 26th Ave West","","","WA","98199"
"Ursa Farmers Coop","2757497","","Ursa","United States","202 W Maple Ave","","","IL","62376"
"Uthof Ag","1989415","Shipping And Billing","Jackson","USA","1716 Highway 20","","","NE","68743"
"Valley Agronomics","2335378","Shipping","Rexburg","USA","2003 S Highway 191","","","ID","83440"
"Valley Feed And Seed","2323532","Shipping","Rock Valley","USA","1007 28th Ave","","","IA","51247"
"Valley Feed Company","2002296","Shipping ","Staunton","USA","316 New Hope Road","","","VA","24401"
"Valley Feed Company","2002296","Billing","Stauton ","USA","PO Box 514","","","VA","24402-0514"
"Valley Feeds Mill","2968186","Shipping And Billing","Long Island","USA","1304 W Fox Road","","","KS","67647"
"Valley Hay","2222251","Shipping And Billing","Harrisburg","USA","31125 Cartney Drive","","","OR","97446"
"Valley Nutrition","1992622","Shipping","Langley","Canada","Unit 109 27090 Gloucester Way","","","BC","V4W 3Y5"
"Valley Nutrition","1992622","Billing","Armstrong","Canada","Box 642","","","BC","V0E 1B0"
"Valley View Milling LLC","1992624","Shipping And Billing","Seneca","USA","2875 State Highway 63","","","KS","66538"
"Van Boekel Holdings","1992625","Shipping And Billing","Innerkip","Canada","846148 Township Rd 9","","","ON","NOJ 1MO"
"Van Schepdael Farms","2010456","Billing","East Selkirk","Canada","Box 4, Group 18 RR1","","","MB","R0E 0M0"
"Van Schepdael Farms","2010456","Shipping","East Selkirk","Canada","81133 Road 34 E","","","MB","R0E 0M0"
"Van Sluys Dairy Solutions","1992626","Shipping And Billing","Lethbridge County","Canada","146 Broxburn Blvd","","","AB","T1J 4P4"
"Vanden Dool Farms","1992627","Shipping And Billing","Picture Butte","Canada","Box 610","","","AB","T0K 1V0"
"Vaske Hog Farm","1992628","Shipping And Billing","Bancroft","USA","3609 110th Avenue","","","IA","50517"
"Vaubel Farms, Inc.","2010458","Shipping And Billing","Mapleton","USA","14731 599th Avenue","","","MN","56065"
"Veldhuizen Farms","1992630","Shipping And Billing","Edgerton","USA","1557 81st Street","","","MN","56128"
"Veldkamp Farms","1992632","Shipping And Billing","Jasper","USA","152 251st Street","","","MN","56144"
"Verdesian","2732594","Shipping","Cape Girardeau","USA","","","","MO",""
"Verkuyl Farms","1992633","Billing","Woodstock","Canada","RR#6","","","ON","N4S 7W1"
"Verkuyl Farms","1992633","Shipping","Woodstock","Canada","616150 13th Line","","","ON","N4S 7W1"
"Vermeer Dairy LTD","1992631","Shipping And Billing","Ohaton","Canada","RR #1","","","AB","T0B 3P0"
"Viafield","2941244","Shipping","Elgin ","USA","1002 Main Street","","","IA","52141"
"Viking Colony","1992634","Shipping And Billing","Viking","Canada","Box 840","","","AB","T0B 4N0"
"Vir-Clar Grain LLC","2126982","Shipping And Billing","Fond du Lac","USA","N5057 County Road K","","","WI","54937"
"VitaGold Brands Corporate","2958106","Shipping","Escondido","USA","135 S Quince","","","CA","92025"
"VitaGold Brands Mill 1","2178472","Shipping And Billing","Escondido","USA","135 S. Quince Street","","","CA","92025"
"VitaGold Brands Mill 2","1992636","Billing","Escondido","USA","PO Box 996","","","CA","92025"
"VitaGold Brands Mill 2","1992636","Shipping","Escondido","USA","135 S Quince Street","","","CA","92025"
"Vitalix","2785788","Billing","Sidney","USA","1820 10th Ave","","","NE","69162"
"Vitalix","2785788","Shipping","Ellendale","USA","Hwy 11 West","","","ND","58436"
"Vitalix","2785788","Mailing","Ellendale","","PO Box 779","","","ND","58436"
"Vontalge Farms","2004358","Shipping And Billing","Manchester","USA","2117 210th Street","","","IA","52057"
"Wakarusa Nutritional","1992638","Shipping And Billing","Wakarusa","USA","600 S Indiana Ave","","","IN","46573"
"Wakarusa Nutritional","1992638","Shipping And Billing","Wakarusa","USA","600 S Indiana Ave","","","IN","46573"
"Wakarusa Nutritional Corporate","2943886","Shipping","Wakarusa","USA","600 S Indiana Ave","","","IN","46573"
"Wakarusa Nutritional Stillwell","2943889","Shipping","Stillwell","USA","","","","IN",""
"Wakarusa Nutritional Stillwell","2943889","Billing","Wakarusa","USA","600 S Indiana Ave","","","IN","46573"
"Wallace Pork Systems Corporate","2958104","Shipping","Kokomo","USA","8430 W 500 N","","","IN","46901"
"Wallace Pork Systems New Mill","1992641","Shipping","Winamac","USA","7550 S 950 W","","","IN","46996"
"Wallace Pork Systems New Mill","1992641","Billing","Kokomo","USA","8811 W Cty Road 500 N","","","IN","46901"
"Wallace Pork Systems Old Mill","1992642","Billing","Kokomo","USA","8811 W Cty Road 500 N","","","IN","46901"
"Wallace Pork Systems Old Mill","1992642","Shipping","Winamac","USA","7550 S 950 W","","","IN","46996"
"Walnut Hill Feeds","1992640","Shipping And Billing","Shelby","USA","6048 State Route 598","","","OH","44875"
"Warburg Colony","1992643","Shipping And Billing","Warburg","Canada","Box 520","","","AB","T0C 2T0"
"Ward And Van Scoy","1992644","Shipping And Billing","Owego","USA","PO Box 359","162 North Ave","","NY","13827"
"Watje Feed Service Inc. ","1992646","Shipping And Billing","Clements","USA","281 Front Street","","","MN","56224"
"Waukon Feed Ranch","1992647","Shipping","Waukon","USA","615 Old  Hwy 9","","","IA","52172"
"Waukon Feed Ranch","1992647","Billing","Waukon","USA","PO Box 406","","","IA","52172"
"Wayne County Feed ","1992615","Billing","Manhattan","USA","C/O Nelson Poultry Farms","8530 E Hwy 24","","KS","66502"
"Wayne County Feed ","1992615","Shipping","Carroll","USA","301 Lincoln Street","","","NE","68723"
"Wedgworth's Inc.","2954756","Shipping And Billing","Moore Haven","USA","28033 US Hwy 27","","","FL","33471"
"Weeks Farms Inc. ","1992648","Shipping And Billing","Dunn","USA","163 Ruffin Road","","","NC","28334"
"Wellman Produce","2849040","Shipping And Billing","Wellman","USA","1000 6th Street","","","IA","52356"
"Welsh Family Organic Farm","2324787","Shipping And Billing","Lansing","USA","1509 Dry Ridge Drive","","","IA","52151"
"Weltzien Turkey Farms","1992650","Shipping And Billing","Galesville","USA","W18364 Silver Creek Road","","","WI","54630"
"Wen Mar Farms","1992651","Shipping And Billing","West Lafayette","USA","22368 CR 254","","","OH","43845"
"Wenger Feeds Benton","1989416","Billing","Rheems","USA","Wenger Feeds, LLC","101 West Harrisburg Ave","","PA","17570"
"Wenger Feeds Benton","1989416","Shipping ","Benton","USA","4064 Maple Grove Road","","","PA","17814"
"Wenger Feeds Corporate","2958087","","Rheems","USA","101 West Harrisburg Ave","","","PA","17570"
"Wenger Feeds Martinsburg","2929360","Shipping","Martinsburg","USA","106 S Railroad Street","","","PA","16662"
"Wenger Feeds Muncy","2912882","Shipping","Muncy","USA","6829 Route 405 Highway","","","PA","17756"
"Wenger Feeds Shippensburg","2631025","Shipping","Shippensburg","USA","1122 Mt Rock Road #1096","","","PA","17257"
"Wenning Poultry","1992652","Shipping And Billing","Fort Recovery","USA","1500 Union City Road","","","OH","45846"
"Westcoast Holsteins Ltd.","2010384","Shipping And Billing","Ponoka","Canada","PO Box Site 15 RR1","","","AB","T4J 1R1"
"Westrum Farms","2003026","Shipping And Billing","Stratford","USA","1525 370th Street","","","IA","50249"
"Westside Partners ","1989076","Billing","Adrian","USA","PO Box 314","","","MN","56110"
"Westside Partners ","1989076","Shipping","Adrian","USA","313 W. Pearl St","","","MN","56110"
"Westwood Colony","2751136","Shipping And Billing","Britton","USA","10332 421st Ave","","","SD","57430"
"Wheatland Colony","2795717","Shipping And Billing","Cabri","Canada","Box 110","","","SK","S0N 0J0"
"White Gold Mills","2350525","Shipping","Wilson","USA","5761 S Highway 61","","","AR","72395"
"White Gold Mills","2350525","Billing","Memphis","USA","5170 Sanderlin 205","","","TN","38117"
"White Oak Farms Partnership","2010463","Shipping And Billing","Cloverdale","USA","5008 E State Rd 42","","","IN","46120"
"White Rock Colony ","1992654","Shipping And Billing","Rosholt","USA","47788 102nd Street","","","SD","57260"
"Whitemud Farms","2168447","Shipping","Thorhild","Canada","Box 178","","","AB","T0J 3J0"
"Whitesand Colony","2891515","Shipping","Stettler","Canada","Box 29","","","AB","T0C 2L0"
"Whitewater Milling LLC","1992655","Shipping And Billing","Lewiston","USA","22482 Rupprechts Valley Road","","","MN","55952"
"Whittemore Feeders Supply","1989575","Shipping","Whittemore","USA","106 Fifth Street","","","IA","50598"
"Whittemore Feeders Supply","1989575","Billing","Whittemore","USA","PO Box 457","","","IA","50598"
"Wicked Weed Brewing","2188392","Shipping","Chandler","USA","145 Jacob Holm Way","","","NC","28715"
"Wilbur Ellis Corporate","2958079","","San Francisco","USA","345 California Street","","","CA",""
"Wilbur Ellis Dalhart TX","2785220","Shipping And Billing","Dalhart","USA","3325 US 54","","","TX","79022"
"Wilbur Ellis Grand Marsh","2975671","Shipping And Billing","Grand Marsh","USA","2580 6th Ave","","","WI","53936"
"Wilbur Ellis Moses Lake","2912835","Shipping","Moses Lake","USA","312 W Commerce Way","","","WA","98837"
"Wilbur Ellis St. Joe MO","2856209","Shipping","ST. Joe","USA","745 S 4th St","","","MO","64501"
"Wilbur Ellis Woodland CA","2821195","Shipping And Billing","Woodland ","USA","1785 E Beamer Street","","","CA","95776"
"Wilcox Family Farms","1992656","Shipping And Billing","Roy","USA","40400 Harts Lake Valley Road","","","WA","98580"
"Willamette Egg Farms Canby","1989473","Shipping And Billing","Canby","USA","31348 South Hwy 170 (main plant)","","","OR","97013"
"Willamette Egg Farms Corporate","2958077","","Canby","USA","31348 South Highway 170","","","OR","97013"
"Willamette Egg Farms Moses Lake","1989474","Shipping And Billing","Moses Lake","USA","12406 Road 7 NE","","","WA","98837"
"William Langel & Todd Stiefel","2283572","Shipping And Billing","Hesperia","USA","17359 Darwin Ave, Unit M&N","","","CA","92345"
